People,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
P12581,4,2,4,3,4,2,4,2,4,4,5,3,4,4,1,2,2,2,1,2,1,2,2,5,2,4,2,4,5,4,4,1,5,2,5,1,4,2,4,4,5,2,4,2,4,2,4,4,4,3
P12582,1,5,5,5,5,5,1,1,5,5,1,1,2,1,1,1,1,1,1,1,5,5,1,5,1,5,1,5,5,5,5,2,5,5,5,1,5,1,5,5,5,1,3,1,5,1,5,1,5,5
P12583,4,1,5,2,5,2,5,4,4,2,2,4,3,4,2,2,4,3,3,2,2,5,2,4,3,4,2,4,4,3,4,4,4,3,3,4,4,3,3,3,3,2,4,3,3,2,4,2,4,4
P12584,2,5,2,4,2,4,2,5,1,5,5,1,5,1,4,3,4,4,3,5,1,4,3,4,1,4,1,4,4,4,2,4,3,5,2,3,3,3,2,3,4,2,4,1,3,3,3,4,4,3
P12585,3,2,5,3,3,2,3,4,3,4,5,3,5,1,4,5,5,5,5,4,1,5,3,5,1,5,1,4,5,3,2,4,5,5,1,5,3,3,3,3,4,2,5,1,3,1,4,3,4,4
P12586,5,1,5,1,5,1,5,4,5,3,4,5,3,3,4,3,4,3,3,3,5,5,1,5,2,5,1,5,5,5,5,4,5,3,5,1,5,3,5,4,3,4,5,4,5,1,5,4,5,5
P12587,1,5,1,5,1,5,2,4,1,5,5,2,4,2,5,5,4,4,5,4,4,1,3,4,5,5,4,3,3,4,4,2,4,3,3,5,4,4,5,3,3,4,4,4,3,5,4,3,4,4
P12588,1,5,1,5,1,4,1,5,1,5,5,2,5,3,4,2,4,2,4,3,4,1,4,2,5,2,5,2,1,2,4,4,4,3,2,5,2,3,1,2,4,3,5,3,3,1,3,3,1,4
P12589,2,3,3,5,4,3,4,5,1,5,3,4,4,5,2,1,3,1,3,1,3,3,1,4,2,1,2,3,3,3,4,4,4,3,4,4,4,1,1,3,3,3,5,1,5,1,5,3,3,5
P12590,1,5,1,5,1,3,1,5,2,5,5,1,5,1,1,5,5,5,4,5,1,3,2,5,2,5,2,4,4,3,4,3,5,3,1,2,4,2,4,3,3,2,5,1,3,2,3,2,5,4
P12591,2,2,2,4,4,2,2,3,3,5,3,2,3,4,2,3,2,2,3,2,4,3,3,3,2,3,3,3,3,3,4,5,4,2,4,1,4,2,4,4,4,2,4,1,4,2,4,4,5,4
P12592,2,2,5,4,3,3,2,3,5,4,3,4,3,5,4,3,2,1,2,3,4,5,1,3,3,4,2,4,4,3,4,3,4,3,5,3,5,2,3,2,4,1,5,1,3,2,4,2,4,4
P12593,2,3,5,2,5,1,3,3,4,3,2,5,2,1,1,1,2,2,1,5,4,4,1,5,2,4,2,1,5,4,4,1,4,3,4,1,2,3,3,4,5,5,5,1,4,1,4,4,5,5
P12594,5,1,3,1,5,1,4,2,1,4,4,2,5,4,1,1,2,2,1,4,1,5,4,4,1,3,1,4,4,3,3,2,3,2,1,2,5,4,3,2,4,3,5,1,4,1,3,3,5,4
P12595,1,5,1,5,1,5,1,5,1,5,5,3,5,2,4,5,3,4,5,4,1,5,3,5,1,5,1,5,5,1,4,3,5,3,1,5,4,1,4,5,4,4,5,5,2,2,4,4,5,2
P12596,2,5,2,5,3,2,2,5,2,5,5,4,5,1,2,3,2,2,4,4,2,4,2,5,2,5,2,5,4,4,2,4,5,4,1,5,4,4,4,4,5,1,4,1,4,1,5,4,5,4
P12597,4,2,4,2,5,2,4,3,3,4,3,4,3,4,2,1,1,1,3,1,2,3,3,3,4,5,3,4,4,4,5,1,3,1,5,1,5,4,4,5,4,1,5,1,3,1,3,4,5,4
P12598,5,3,4,4,3,2,3,1,2,4,5,5,5,3,2,3,4,4,3,3,2,5,2,5,1,5,2,4,4,4,2,5,3,3,3,2,4,2,5,3,3,3,5,4,3,2,3,3,5,5
P12599,4,2,4,3,4,1,5,3,4,2,2,4,2,2,2,2,4,2,2,4,2,5,2,2,2,4,2,5,1,3,2,3,5,1,2,3,3,3,2,4,4,1,5,1,4,1,5,4,3,5
P12600,1,4,2,4,2,2,1,4,3,4,2,4,2,2,2,2,3,2,3,3,2,3,1,4,3,4,2,3,3,3,3,2,4,1,2,2,4,1,3,3,4,2,3,2,4,2,4,4,4,4
P12601,4,5,2,1,5,4,2,2,5,4,2,1,2,5,1,4,4,1,2,1,2,4,1,5,1,5,2,4,5,4,5,2,5,1,4,5,5,2,4,4,2,1,5,1,4,2,4,4,4,4
P12602,1,3,2,4,1,4,1,5,1,5,4,2,5,3,5,4,4,4,4,3,2,4,4,5,2,4,3,3,4,3,4,1,4,4,2,5,5,4,4,3,3,3,5,1,3,2,4,2,5,3
P12603,1,5,3,5,3,2,1,5,3,5,1,1,5,3,5,5,1,1,5,3,1,3,1,5,1,5,1,5,5,5,4,4,4,3,3,4,5,1,5,5,5,5,4,3,3,3,4,1,5,3
P12604,3,5,4,4,2,2,2,4,4,4,3,3,4,4,3,3,5,4,4,4,2,4,2,4,2,4,2,4,4,4,4,2,4,2,4,2,5,2,4,4,4,2,2,3,4,2,5,4,4,4
P12605,2,1,3,4,4,2,1,4,2,4,4,2,4,2,4,5,5,4,5,4,4,5,2,4,2,4,1,4,4,4,3,2,4,3,2,2,5,2,4,4,4,3,5,3,4,1,5,3,5,4
P12606,4,1,5,1,5,1,5,4,1,1,5,1,5,1,1,4,4,4,2,5,1,5,1,5,1,5,1,5,5,5,1,4,4,4,1,2,2,4,2,2,5,2,2,1,3,5,5,5,2,4
P12607,1,3,2,2,2,2,2,1,4,5,2,3,2,3,2,2,3,2,2,2,5,5,1,4,2,3,1,3,4,5,3,1,3,2,2,1,3,3,2,3,4,1,5,2,5,1,5,2,5,4
P12608,3,1,5,1,5,2,5,2,5,2,3,3,5,3,3,3,1,1,3,1,3,3,3,3,3,3,3,3,3,3,5,3,5,3,3,3,4,1,3,3,4,1,5,1,5,2,5,5,3,5
P12609,3,1,4,2,4,1,2,3,3,3,2,4,2,1,4,2,3,3,2,2,4,4,2,4,2,5,2,3,4,4,4,2,4,1,3,3,5,1,5,4,3,2,5,3,5,1,5,2,3,5
P12610,2,2,5,4,4,2,4,2,2,2,1,4,4,4,2,5,2,1,2,1,2,5,2,4,2,4,2,4,4,4,4,1,5,2,4,1,4,1,4,3,2,3,2,2,4,4,5,2,4,5
P12611,5,1,5,1,1,5,1,1,5,5,1,5,5,5,1,1,5,1,1,1,1,5,1,5,1,5,1,5,5,1,5,1,5,1,5,5,5,1,5,5,5,5,5,1,5,1,5,5,5,1
P12612,2,4,2,3,2,4,2,2,3,4,3,3,4,3,3,2,2,2,2,2,2,4,3,4,2,4,2,4,4,3,3,3,4,2,4,2,4,2,4,4,2,2,2,2,3,4,4,2,4,3
P12613,1,3,1,5,3,5,1,5,3,5,1,2,3,3,5,5,3,2,5,3,1,3,1,5,1,5,3,5,5,5,1,5,2,5,3,5,1,3,1,1,1,2,4,1,4,1,1,5,5,3
P12614,3,5,5,2,5,4,5,3,4,5,2,4,4,2,1,1,1,1,1,4,2,5,1,5,4,5,1,5,4,3,4,5,5,4,2,4,5,1,1,5,5,1,5,2,5,1,5,5,5,5
P12615,3,3,3,3,3,2,1,3,3,5,4,3,5,2,3,4,5,5,5,5,3,5,3,3,1,5,1,3,5,5,2,3,2,3,3,3,3,2,5,5,3,1,4,1,3,1,5,3,5,5
P12616,3,4,3,3,4,4,2,3,2,5,5,2,5,2,4,4,5,3,5,4,3,4,4,4,3,4,2,4,3,5,1,4,5,4,5,5,5,2,2,4,2,3,4,2,4,2,4,2,4,4
P12617,1,5,1,5,5,1,1,1,5,1,1,5,5,1,1,1,1,5,1,1,5,5,1,5,1,5,5,5,5,5,5,5,5,1,1,1,1,1,5,5,5,1,5,5,5,1,5,1,5,5
P12618,1,1,3,3,4,2,4,2,4,2,4,2,4,3,4,3,3,3,3,3,4,3,4,2,5,1,2,2,2,4,2,4,4,4,1,4,2,4,1,2,5,2,5,2,4,2,5,4,4,4
P12619,3,5,2,5,5,2,1,5,5,5,4,2,5,4,5,5,5,5,5,3,5,2,1,5,2,5,2,5,5,5,5,5,5,5,4,5,5,4,5,5,4,2,3,4,3,5,5,5,5,3
P12620,4,2,5,1,4,1,5,3,5,2,3,2,3,5,1,2,2,2,3,1,1,5,2,5,1,5,1,5,1,5,5,3,5,1,3,1,5,1,4,5,5,1,4,1,5,1,5,4,3,5
P12621,4,2,4,2,4,1,4,2,5,3,1,5,1,3,2,3,2,1,2,3,5,5,2,5,1,5,2,4,5,5,3,4,4,3,2,4,4,2,3,3,4,1,4,1,5,2,5,4,5,4
P12622,1,4,2,4,2,3,2,5,1,4,3,3,3,2,2,2,2,2,2,4,2,3,1,3,3,3,3,3,2,3,4,1,5,2,4,4,4,2,3,3,4,2,4,2,3,2,5,3,3,4
P12623,4,3,5,2,4,2,4,2,5,2,1,4,2,3,2,1,2,1,1,2,1,2,1,5,3,3,2,5,5,5,3,3,4,2,1,4,3,2,2,4,4,2,5,1,5,1,5,5,4,5
P12624,1,4,1,5,1,4,1,5,1,5,5,1,5,1,5,5,5,5,5,5,4,3,1,5,1,5,4,4,5,4,2,1,5,4,3,2,2,3,3,3,4,2,4,2,3,1,3,4,2,4
P12625,5,3,4,4,2,4,5,2,1,4,1,5,4,4,1,1,4,1,1,1,2,2,2,5,2,4,4,1,1,5,2,5,3,3,1,2,5,3,1,4,2,4,3,3,4,5,5,1,5,4
P12626,3,3,2,3,3,3,4,3,4,3,5,3,5,2,5,5,5,5,5,5,2,2,3,2,2,2,2,3,2,4,3,3,2,5,2,5,3,3,3,3,3,3,5,3,3,1,3,2,4,4
P12627,5,2,3,3,4,2,5,5,2,3,5,3,4,5,2,5,5,5,5,5,5,3,5,4,2,3,2,4,5,2,3,3,4,3,1,2,4,3,3,4,4,3,2,3,5,2,3,5,4,5
P12628,4,3,4,3,4,4,4,5,4,4,4,3,4,2,3,2,4,2,4,3,3,4,3,3,3,3,2,4,5,3,5,3,3,2,3,1,5,1,4,4,3,3,4,3,4,1,4,3,5,5
P12629,4,4,3,3,3,3,3,5,1,4,4,3,4,3,5,4,2,1,4,4,1,3,2,4,2,5,1,4,5,4,3,3,3,2,2,3,3,3,3,4,3,2,4,2,4,1,3,3,5,5
P12630,2,4,3,4,2,3,2,2,3,4,3,3,3,4,2,2,3,3,4,3,4,2,4,2,4,4,4,3,5,3,2,5,4,4,2,4,2,4,2,4,2,3,4,5,4,2,4,2,5,4
P12631,4,5,5,3,4,2,1,2,5,2,4,3,4,4,4,3,3,4,4,4,1,4,1,5,2,5,3,4,4,3,4,1,4,1,4,2,5,1,5,4,3,2,4,1,4,2,4,1,4,3
P12632,1,4,2,5,1,5,1,5,1,5,5,2,5,1,5,5,5,5,5,5,1,3,5,5,1,4,3,5,5,2,3,3,3,5,2,5,3,2,2,1,4,4,4,3,1,2,4,3,5,2
P12633,2,2,1,4,3,3,1,2,4,5,4,1,5,1,4,2,2,2,5,5,2,5,2,5,2,3,1,2,4,3,1,4,2,4,1,4,4,5,2,1,4,2,5,2,5,1,4,2,5,5
P12634,2,4,3,5,2,2,2,5,2,5,1,4,2,3,2,3,2,3,3,2,3,4,3,4,3,3,3,4,3,4,5,2,5,2,5,2,4,1,4,4,3,2,4,2,4,1,5,2,5,5
P12635,1,3,5,3,4,3,5,5,2,3,1,1,5,1,5,5,5,4,2,5,1,5,1,5,1,5,1,5,5,5,1,5,5,3,3,1,2,3,3,5,3,3,5,3,3,3,5,2,5,3
P12636,5,2,4,1,5,1,5,2,5,4,5,4,3,3,4,4,4,4,5,2,4,3,4,3,2,3,2,4,2,5,2,5,2,4,1,4,3,2,3,4,5,1,5,4,5,1,5,5,1,5
P12637,4,2,4,2,4,2,4,4,4,4,3,2,4,2,4,2,4,2,2,2,1,4,2,4,2,5,2,4,4,5,4,2,4,4,2,2,4,2,4,4,2,4,4,4,3,1,4,4,4,4
P12638,5,1,2,3,5,1,5,3,5,2,5,5,4,3,4,4,5,1,3,1,2,2,1,5,4,5,2,5,5,5,3,5,5,1,4,4,5,1,4,5,5,1,5,1,5,1,5,5,5,5
P12639,1,5,2,4,1,1,1,1,1,4,3,2,2,3,2,1,2,1,2,1,4,1,4,1,5,2,5,1,1,2,4,1,4,3,1,2,3,4,3,2,3,2,4,3,3,2,4,2,2,4
P12640,3,5,5,3,4,5,5,5,5,5,1,5,1,1,1,1,1,1,1,1,1,5,2,5,2,5,1,5,5,4,5,4,5,4,4,5,4,1,4,5,5,1,5,1,4,1,5,4,5,5
P12641,3,2,4,2,4,2,4,5,1,3,4,4,2,1,1,1,4,4,1,4,1,5,1,5,1,5,1,5,5,5,4,3,3,2,1,3,2,4,2,4,4,1,5,1,5,1,5,3,5,5
P12642,3,1,3,1,5,1,2,4,4,4,4,4,4,4,1,3,2,2,4,5,2,5,2,4,2,4,2,3,3,3,3,4,5,1,2,4,5,1,3,5,4,1,5,1,5,5,5,4,5,5
P12643,1,4,2,5,1,5,1,5,1,5,5,1,5,2,5,5,5,1,5,5,1,3,4,2,5,1,5,2,4,1,5,1,5,1,4,4,4,1,3,3,5,2,5,1,2,1,3,4,5,5
P12644,4,3,4,2,3,2,4,4,3,4,2,5,2,2,2,1,4,4,2,3,4,5,1,2,2,3,2,3,5,3,2,3,4,4,1,4,1,3,1,2,4,1,5,2,3,1,4,4,2,3
P12645,4,1,5,2,4,2,5,2,5,3,4,5,3,2,2,3,2,2,2,4,1,4,2,5,1,4,1,3,5,3,3,4,4,3,3,4,3,3,3,4,4,2,5,2,4,1,4,4,4,5
P12646,1,1,3,3,2,1,2,4,1,4,3,5,4,4,3,3,4,4,4,2,1,5,2,4,1,4,2,5,5,4,3,3,4,2,4,1,1,2,2,4,4,1,4,2,4,2,4,3,5,4
P12647,1,2,2,3,1,2,1,5,3,5,5,1,5,5,5,5,5,5,5,5,5,1,3,1,5,1,5,3,1,3,4,5,4,3,1,5,5,5,3,4,3,5,5,2,4,1,4,3,5,5
P12648,3,3,5,3,3,2,3,3,1,3,2,5,1,5,3,1,1,1,1,1,1,5,1,5,1,5,1,5,5,4,3,1,3,1,3,1,5,3,1,3,3,5,4,5,4,1,3,3,3,3
P12649,2,2,4,3,4,1,4,3,4,2,2,3,4,2,3,2,1,1,2,2,5,4,1,4,3,5,1,3,5,4,4,3,5,2,2,2,2,1,4,4,3,2,4,3,4,2,3,2,3,4
P12650,1,3,3,4,3,3,2,4,2,5,4,3,5,3,4,4,4,4,4,3,1,5,2,5,1,5,1,4,5,5,3,5,5,3,3,4,3,3,3,3,3,3,3,2,4,3,4,2,5,4
P12651,1,4,1,5,2,3,1,5,1,5,5,1,5,1,5,5,2,2,3,5,2,2,1,4,3,3,4,3,3,3,2,2,3,3,3,1,4,2,1,3,5,1,4,1,3,1,4,5,5,4
P12652,4,2,4,3,5,3,5,3,4,3,4,3,5,3,1,1,4,4,4,3,4,2,2,2,4,1,4,2,2,3,3,4,5,3,1,4,2,3,1,5,5,1,5,3,4,1,5,5,5,4
P12653,2,2,2,4,4,2,4,4,4,3,3,2,4,4,3,2,2,1,2,1,2,3,1,4,2,3,2,3,4,4,5,1,5,1,5,2,4,1,4,5,3,2,4,2,4,2,3,2,4,4
P12654,3,3,4,4,3,2,4,4,4,3,4,4,4,3,2,2,5,4,3,3,2,5,1,5,2,5,2,4,4,5,3,4,3,3,2,4,3,3,3,3,4,2,5,2,4,1,4,3,5,4
P12655,3,2,4,3,2,1,2,2,4,5,4,4,3,1,1,4,2,2,4,1,4,4,1,4,1,2,2,3,4,4,3,3,4,2,1,4,3,3,3,3,4,2,4,1,4,2,4,4,5,4
P12656,3,1,4,1,5,1,5,2,4,2,4,2,4,4,2,3,2,2,2,2,1,4,1,4,2,5,1,4,5,4,4,4,4,1,3,4,1,1,4,5,4,2,4,1,5,1,5,4,5,4
P12657,4,1,5,1,5,1,5,3,5,3,3,3,4,1,3,3,4,4,4,1,3,4,4,3,3,4,3,4,4,3,4,1,4,2,3,1,5,3,5,4,3,2,3,3,3,2,4,3,3,3
P12658,2,2,5,1,4,1,4,3,5,4,2,5,5,1,4,1,5,3,2,2,1,5,1,5,1,1,1,5,5,4,2,2,5,1,4,2,1,1,2,5,5,1,5,1,5,1,5,5,5,5
P12659,4,2,4,3,3,1,3,3,5,3,3,2,4,3,4,3,2,1,3,2,1,5,1,5,1,4,2,5,5,3,3,3,4,3,4,4,2,1,2,4,4,1,5,1,4,1,5,3,5,5
P12660,3,4,2,3,4,3,3,3,4,2,5,5,4,3,4,3,2,2,5,3,2,3,3,4,1,4,3,4,5,4,2,2,4,3,5,2,4,3,3,4,3,2,2,2,3,2,2,2,5,3
P12661,1,5,1,5,1,5,1,5,1,5,1,4,4,3,3,3,3,5,1,3,5,5,1,5,5,5,5,5,3,1,1,4,3,5,3,3,1,2,1,3,3,3,4,1,3,1,1,3,5,3
P12662,1,3,1,3,5,3,5,5,2,3,5,3,4,3,3,3,3,3,3,4,1,4,2,4,1,3,1,3,4,3,2,2,3,3,3,3,3,3,3,3,1,3,5,3,2,3,4,1,3,3
P12663,2,3,2,4,2,3,1,5,2,5,5,2,5,2,2,5,5,5,5,4,2,2,5,4,2,2,5,4,5,1,2,2,2,5,1,5,2,1,1,1,4,4,5,3,4,1,1,4,5,3
P12664,3,3,5,3,3,2,4,3,3,3,3,3,4,3,2,2,2,3,3,2,4,4,1,3,2,4,1,4,3,4,4,2,4,2,3,2,4,3,2,3,3,3,3,3,3,2,4,2,3,3
P12665,1,4,1,3,3,1,2,4,3,3,1,5,5,5,1,3,2,1,3,1,1,5,5,5,1,5,1,5,5,5,5,2,5,1,5,2,3,1,1,5,5,1,5,1,5,1,5,5,5,5
P12666,3,1,4,3,5,1,4,3,4,2,1,3,4,3,4,2,1,1,1,2,5,4,1,4,4,4,3,2,4,4,4,3,5,3,1,2,1,1,4,4,3,2,5,3,5,2,4,2,2,4
P12667,1,1,1,5,1,1,1,5,1,5,5,1,5,1,5,5,5,5,5,5,1,2,3,5,3,5,4,5,5,5,5,1,5,1,3,1,5,3,5,5,5,3,5,3,5,1,5,4,5,5
P12668,2,3,3,3,2,3,2,2,3,4,4,2,4,3,4,4,4,4,4,3,2,4,2,4,2,4,3,4,4,3,3,3,3,2,3,4,4,3,2,3,4,4,1,4,4,3,4,4,3,3
P12669,1,5,5,4,1,4,1,2,5,5,4,4,3,3,2,2,4,2,4,3,4,3,1,4,4,3,2,2,2,3,4,1,5,1,5,2,5,3,4,4,2,1,4,1,4,1,5,1,4,4
P12670,1,5,1,5,2,5,1,4,2,5,3,3,4,2,4,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,5,4,2,4,2,5,4,3,4,4,4,1,5,1,5,2,4,5,4,4
P12671,2,2,3,2,4,2,5,3,3,3,3,3,4,2,3,3,2,2,2,3,5,4,2,4,2,4,1,4,4,3,3,2,4,1,1,4,3,2,4,3,5,2,5,2,4,1,4,4,4,5
P12672,1,4,2,3,2,2,1,3,1,4,4,3,4,3,1,4,5,4,4,3,1,3,2,3,3,2,3,3,2,3,3,1,4,4,2,4,5,3,4,4,4,1,4,1,4,1,4,4,5,4
P12673,2,3,4,4,4,2,4,4,2,3,3,4,5,3,2,2,2,2,2,2,2,4,3,4,3,4,3,4,4,3,5,4,5,2,2,3,4,1,3,4,4,2,5,1,5,1,5,5,5,4
P12674,3,3,4,3,5,2,4,3,4,3,4,2,4,1,2,2,4,4,4,4,2,4,3,4,2,4,2,3,4,4,2,2,4,3,2,3,3,3,3,3,5,2,5,1,4,1,4,5,5,5
P12675,1,4,1,5,1,2,1,4,2,5,4,4,5,2,2,5,5,5,5,4,3,2,2,4,3,2,4,2,2,4,4,2,4,5,2,4,5,4,4,4,4,1,5,1,4,1,4,4,5,5
P12676,4,2,4,2,5,1,3,2,5,5,2,4,3,2,4,4,3,2,3,1,1,5,4,5,1,5,1,5,5,4,2,5,3,2,3,3,4,3,2,4,5,2,5,1,4,1,4,5,5,5
P12677,4,2,5,1,5,1,5,1,5,1,3,5,2,5,2,1,1,1,1,1,5,5,1,5,1,3,1,4,3,5,3,2,2,1,2,3,4,1,4,3,3,4,4,5,4,2,4,2,4,4
P12678,1,5,2,5,4,4,3,5,2,5,5,4,5,4,4,5,5,5,2,4,1,5,1,5,1,5,1,5,5,5,2,5,2,4,1,5,1,2,2,2,2,2,5,1,2,1,2,3,5,5
P12679,3,2,4,1,5,2,4,4,3,2,4,2,4,2,4,1,1,2,5,2,1,5,1,4,2,4,1,2,4,5,3,3,5,1,4,1,5,2,4,4,1,4,4,2,4,1,4,1,4,4
P12680,2,3,3,1,4,3,4,2,5,2,1,2,4,3,3,5,2,2,3,2,4,4,1,4,1,5,1,3,5,3,2,5,3,4,1,5,5,4,2,3,5,2,5,1,4,1,4,4,5,5
P12681,1,1,4,2,3,4,3,4,4,4,3,1,5,4,3,3,4,4,3,4,5,3,1,2,1,4,3,4,4,4,3,3,5,5,2,4,3,4,3,4,3,3,3,4,4,1,4,1,4,4
P12682,3,4,3,4,2,3,2,4,3,5,4,3,2,4,4,4,5,3,4,4,4,5,4,5,1,5,1,4,4,3,3,4,5,4,2,5,2,4,1,3,4,1,4,1,4,1,3,3,4,3
P12683,2,3,4,5,2,3,1,5,1,5,4,1,5,2,4,4,5,5,5,4,5,5,3,1,5,2,4,1,4,2,3,1,3,3,3,1,5,4,3,5,2,1,5,1,4,1,5,3,4,5
P12684,4,1,5,2,5,2,5,2,5,2,3,2,3,4,1,2,2,1,1,5,2,5,2,4,2,3,1,4,4,4,3,4,2,1,2,3,3,4,4,2,4,1,4,2,5,2,5,2,4,5
P12685,1,4,2,4,2,2,1,2,2,5,2,5,4,5,2,2,1,1,2,1,2,2,1,4,2,3,3,4,3,3,5,1,4,1,5,1,4,1,5,4,4,2,4,3,4,2,5,2,4,4
P12686,2,2,2,3,3,3,2,2,3,3,3,4,2,3,3,2,2,2,2,3,3,2,3,3,5,3,4,3,2,5,4,3,4,3,2,4,4,3,2,4,5,1,5,2,4,1,5,5,5,5
P12687,5,1,5,1,5,1,5,3,3,1,1,3,1,1,1,1,1,1,1,1,5,5,3,5,1,5,1,5,5,5,1,3,5,1,5,1,5,1,4,3,1,1,5,1,5,1,5,1,5,5
P12688,4,1,5,4,5,2,5,3,5,1,2,3,3,5,1,2,4,3,3,2,3,4,3,2,2,2,3,4,4,4,4,2,4,2,4,1,2,2,5,4,4,1,3,3,3,4,5,3,4,3
P12689,4,1,5,3,5,1,5,3,2,1,4,3,4,3,2,2,3,3,2,2,1,5,2,4,2,3,1,4,4,4,3,3,5,2,3,3,2,2,3,4,5,2,5,3,4,1,4,4,4,4
P12690,1,5,4,5,2,4,1,5,2,5,2,4,3,2,3,3,2,3,2,2,1,5,1,5,2,4,1,4,5,3,3,4,4,3,2,4,2,2,2,3,4,2,5,2,4,1,4,2,5,4
P12691,1,2,4,1,4,4,1,5,4,5,2,4,3,1,2,3,4,4,2,4,5,5,1,5,3,2,3,4,5,3,4,4,5,3,3,1,4,1,4,3,4,1,5,1,4,1,5,5,5,5
P12692,3,4,1,3,4,3,2,4,2,2,4,3,5,4,4,4,5,5,5,4,4,1,2,2,3,3,4,1,3,3,3,4,4,4,2,4,3,3,3,3,3,1,4,2,3,2,2,3,3,4
P12693,2,1,2,2,5,2,4,4,4,3,5,1,4,2,2,4,4,4,5,2,2,4,2,4,2,3,2,4,2,2,4,4,3,4,1,4,4,2,4,4,5,1,5,1,4,1,5,5,5,5
P12694,3,1,4,3,4,2,5,2,5,3,2,3,2,4,3,2,2,1,2,1,4,5,2,5,3,4,2,4,5,5,4,3,4,2,4,1,4,2,4,4,3,2,4,2,4,2,4,3,3,3
P12695,3,2,4,2,4,2,3,2,4,2,2,4,4,4,2,2,2,1,3,2,1,4,1,2,2,4,2,4,4,4,4,3,4,1,2,1,5,2,4,4,3,4,4,4,3,2,4,3,4,3
P12696,2,2,4,2,1,2,1,3,3,4,3,3,4,2,3,3,3,4,3,4,2,3,2,4,2,5,2,4,4,3,4,3,4,3,2,4,4,4,3,4,4,2,4,2,3,1,4,3,4,4
P12697,1,1,2,2,3,3,2,3,4,3,1,1,2,2,3,3,3,2,4,4,1,1,2,2,3,3,3,2,3,4,1,1,2,2,3,3,2,3,3,3,1,1,2,2,3,3,2,3,3,4
P12698,5,1,5,4,5,2,5,1,5,5,4,5,4,5,5,1,2,2,5,5,5,5,3,5,2,5,4,5,5,5,3,2,4,1,5,5,5,4,3,1,3,4,4,2,5,1,4,1,5,5
P12699,4,1,5,1,5,1,5,4,5,4,2,3,3,3,3,2,2,1,3,2,3,5,3,4,1,5,1,5,4,5,3,4,3,3,3,3,3,2,3,5,3,3,3,3,5,4,4,1,3,5
P12700,1,3,3,2,3,3,1,5,5,5,3,3,5,4,4,5,2,3,5,2,1,2,3,5,1,5,3,5,5,5,4,1,5,4,3,1,2,5,2,3,3,1,1,1,5,1,5,4,5,5
P12701,1,3,2,5,1,1,1,5,1,5,5,1,5,1,5,1,5,5,5,5,3,3,4,5,3,5,3,5,5,5,4,3,5,3,3,2,5,1,5,4,4,3,5,3,5,1,5,4,5,5
P12702,3,3,4,2,3,2,4,4,2,3,1,4,3,2,4,3,3,3,4,2,3,5,3,3,2,4,2,3,3,4,4,2,2,3,2,3,3,1,3,4,2,2,4,3,4,3,2,2,4,3
P12703,4,1,5,1,5,1,3,2,4,1,4,3,4,5,1,1,1,1,2,1,1,5,2,3,4,4,1,4,4,5,5,1,4,1,5,1,5,1,5,5,2,1,1,3,4,1,5,1,4,4
P12704,4,1,4,2,5,1,4,2,5,2,1,4,5,4,2,4,1,1,4,2,2,5,2,4,2,3,2,5,4,3,4,4,4,2,4,5,4,2,1,4,5,2,5,2,4,1,5,5,5,5
P12705,3,5,2,4,3,3,2,5,2,5,4,3,4,1,4,4,5,5,4,5,1,5,1,5,2,5,2,4,5,4,1,4,4,4,2,3,5,2,3,4,4,2,5,2,3,1,3,3,5,3
P12706,1,5,2,5,2,5,2,5,2,5,3,3,4,3,1,4,3,2,4,2,2,3,3,4,2,4,3,4,4,5,4,3,5,5,4,4,3,1,4,4,3,2,4,3,3,2,4,2,5,3
P12707,3,1,5,1,5,1,5,2,5,1,4,2,5,3,3,3,3,3,3,3,1,5,2,5,1,5,1,4,5,3,3,4,4,2,3,2,4,3,1,3,5,2,5,3,3,1,4,3,3,5
P12708,2,4,2,5,2,5,1,1,5,4,4,4,4,2,3,2,4,3,4,4,3,3,1,5,2,5,3,3,4,3,4,1,4,2,2,1,4,3,4,4,2,5,3,5,3,1,4,1,4,2
P12709,4,2,3,1,4,1,3,3,5,1,4,3,2,2,3,3,4,4,5,4,3,3,3,3,3,3,3,3,4,5,2,3,4,5,1,3,2,5,1,5,5,1,4,1,5,1,5,5,4,5
P12710,3,5,2,3,3,2,2,5,2,5,4,5,5,1,4,2,2,3,4,4,1,5,1,5,2,4,1,4,5,5,4,5,5,3,1,1,5,1,4,4,5,1,5,3,4,1,5,4,5,5
P12711,3,5,4,3,3,4,2,3,2,3,4,3,3,3,3,3,3,3,3,3,1,2,3,4,3,4,2,3,3,3,2,1,3,3,3,2,3,3,3,3,4,3,3,2,4,2,3,3,3,3
P12712,3,2,5,3,5,2,1,3,2,4,2,4,5,3,3,5,2,2,3,2,1,5,3,4,2,4,1,4,3,4,5,2,5,2,5,2,5,1,5,5,5,1,5,1,5,1,5,1,5,4
P12713,2,4,3,3,3,2,3,3,2,5,3,2,4,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,5,2,3,3,4,2,3,4,5,1,3,1,4,2,4,5,5,4
